pid	genus	hybrid	author	year	seed	pollen
9876#9876	NEOREGELIA	Roberto Menescal	(C Skotak) Skotak & R Coleman*		carolinae Variegated	Hannibal Lector)x Fairchild
6778#6778	NEOREGELIA	Robin	Skotak, C., Cathcart, D.*	?	carolinae x concentrica	'Blue Navy Blues'
6779#6779	NEOREGELIA	Robust	Goode	<1982	marmorata	chlorosticta
13073#13073	NEOREGELIA	Rob's Charisma	Smythe R	2006	Charm	Kahala Dawn
6780#6780	NEOREGELIA	Rock On	Freeman, A., Golinski, K.*	1994	'Painted Lady'	'Grace Darling'
16039#16039	NEOREGELIA	Rocket To Mars	Skotak, Chester / Shane Zaghini*	2005	(carolinae variegated x Hannibal Lecter) x Norman Bates	Skotak's Tiger
16040#16040	NEOREGELIA	Rocket To Mars Marginated	Skotak, Chester / Shane Zaghini*	2007	Rocket To Mars	Skotak's Tiger
6781#6781	NEOREGELIA	Rockin' Robyn	Freeman, A., Golinski, K.*	?	'Heart Music'	'Grace Darling'
14081#14081	NEOREGELIA	Rocklow Darkness	Wood N	2005	concentrica	Black Out
14595#14595	NEOREGELIA	Rocklow Morn	Wood, Neville	2007	Rosea Striata	Rosy Morn
14596#14596	NEOREGELIA	Rocklow Music	Wood N	2006	Heart Music	concentrica
14129#14129	NEOREGELIA	Rocklow Reversal	Wood N	2005	Black Onyx	Nelson
14078#14078	NEOREGELIA	Rocklow Rose	Wood N	2008	Bea Hanson	Rosea Striata
14407#14407	NEOREGELIA	Rocklow Storm	Wood N	2002	concentrica	Bobs Gift
14079#14079	NEOREGELIA	Rocklow Sunrise	Wood.N	2010	Thunderbird	Lamberts Pride
14076#14076	NEOREGELIA	Rocklow Wagon Wheel	Wood N	2008	Bea Hanson	Rosea Striata
6782#6782	NEOREGELIA	Rococo	Elmore, J. (#1220)	1978	Takemura Princeps	Pepper
6783#6783	NEOREGELIA	Rod French	Head, O.	1980	Red on Green	Red on Green
6784#6784	NEOREGELIA	Rodin	Elmore, J. (#1335)	1978	Decora	johannis (rubra)
13584#13584	NEOREGELIA	Rody Duterte	Onari Z A	2013	Ninja	Norman Bates
6785#6785	NEOREGELIA	Roehr's Best	Roehr*?	&lt;1978	carolinae	Norman Bates
6786#6786	NEOREGELIA	Rojizo	Hummel	<1970	farinosa	'Meyendorffii'
6787#6787	NEOREGELIA	Rojoverde	L. Ariza	1971	cruenta	chlorosticta
10798#10798	NEOREGELIA	Rolly	Paterson M	2004	Gympie Fantasy	lilliputiana
6788#6788	NEOREGELIA	Roman Candle	McQueen, J.	1982	Gympie Fantasy	carolinae
6789#6789	NEOREGELIA	Romance	?	<1980	?	?
6790#6790	NEOREGELIA	Romantic Rendezvous	Freeman, A., Golinski, K.*	1994	concentrica	?
6791#6791	NEOREGELIA	Romantic Warrior	Elmore, J. (#1210)	1979	Takemura Grande	Macrosepala Hyb. #503
6792#6792	NEOREGELIA	Romany Rye	Goode	1975	concentrica 'Rosatina'	Beefsteak
6793#6793	NEOREGELIA	Rome	Elmore J	ca 1979	concentrica 'Rosatina'	Beefsteak
6794#6794	NEOREGELIA	Rome Beauty	Elmore J	ca 1979	concentrica 'Rosatina'	Beefsteak
14604#14604	NEOREGELIA	Ron and Carolyn	Michalski, M	2014	johannis	x correiaaraujoi
6795#6795	NEOREGELIA	Ronald	Foster, B.	<1979	'Fireball'	melanodonta
15287#15287	NEOREGELIA	Ronin	Keerati Bromeliads	circa 2016	?	?
6796#6796	NEOREGELIA	Rooi	Skotak, C., Tristram, P.*	?	carolinae x olens	olens x 'Shadowlawn'
6797#6797	NEOREGELIA	Rory	Freeman, A.	1986	Heart's Blood	Vulkan
6798#6798	NEOREGELIA	Rosa		<1980	Catherine Wilson	Vulkan
6799#6799	NEOREGELIA	Rosa Cassandra	Przetocki, V.	1988	concentrica	Rosea Striata
6800#6800	NEOREGELIA	Rosa Delight	Przetocki, V.ic	1988	concentrica	Rosea Striata
6801#6801	NEOREGELIA	Rosa Deluxe	Przetocki, V.	1988	concentrica	'Rosea Striata'
9877#9877	NEOREGELIA	Rosa Marble Delight	Przetocki V	1997	Marble Lime	Rosa Delight
6802#6802	NEOREGELIA	Rosa Morada	Skotak, C.	?	Marble Lime	Rosa Delight
6803#6803	NEOREGELIA	Rosa Muller	?	?	Marble Lime	Rosa Delight
15207#15207	NEOREGELIA	Rosa Mystique	Przetocki, Vic	1988	concentrica	Rosea Striata
12958#12958	NEOREGELIA	Rosa Rayanne	Przetocki V	1988	concentrica	Rosea Striata
9878#9878	NEOREGELIA	Rosa Royale	V Przetocki	1988	concentrica	Rosea Striata
6804#6804	NEOREGELIA	Rosa Yvonne	Przetocki, V.	1988	concentrica	'Rosea Striata'
6807#6807	NEOREGELIA	Rosa's Pride	Meilleur, C. (Head, O.*)	1981	Empressa x Fireball	Pepper
6805#6805	NEOREGELIA	Rosalie	Yamamoto	<1981	Empressa x Fireball	Pepper
6806#6806	NEOREGELIA	Rosanna	Lemieux, R.	?	rubrifolia	'The Governor's Plea ' #1
6808#6808	NEOREGELIA	Rosatina	Australian	<1990	carolinae?	concentrica?
6819#6819	NEOREGELIA	Rose 'N Crown	Kendall, H.	<1985	carolinae?	concentrica?
6809#6809	NEOREGELIA	Rose Apple	Goode, G.	<1982	farinosa	fosteriana
6810#6810	NEOREGELIA	Rose Bloom	Goode	1975	concentrica 'Rosatina'	Beefsteak
6811#6811	NEOREGELIA	Rose Blush	?	?	concentrica 'Rosatina'	Beefsteak
6812#6812	NEOREGELIA	Rose Bowl	Przetocki, V.	1996	Marble Red	Rosa Deluxe
9879#9879	NEOREGELIA	Rose Dazzle	R Smythe	2005	Rosy Morn	Bobby Dazzler
13323#13323	NEOREGELIA	Rose Fantasy	? / Przetocki P*	1986	Yamamoto	?
6813#6813	NEOREGELIA	Rose Flush	Goode, G.	<1986	johannis (rubra)	'Lavender Mist'
6814#6814	NEOREGELIA	Rose Gold	Paterson, M.	<1991	Barbarian	Vibrant
6815#6815	NEOREGELIA	Rose Hall	Elmore, J. (#1318)	<1983	Fairy Paint 'New Orleans'	Decora
10198#10198	NEOREGELIA	Rose Jewel	Smythe R.	2005	Georges Prince	Charm
6818#6818	NEOREGELIA	Rose Mist	Goode	<1982	concentrica	marmorata
6820#6820	NEOREGELIA	Rose Of Hurstbridge	Kellett, M., Butcher, D.*	?	concentrica	carolinae
6821#6821	NEOREGELIA	Rose of Sharon	Freeman, A., Goode, G.*	?	'Takemura Princeps'	'Nice One'
6822#6822	NEOREGELIA	Rose Pearl	Quilhot H*	<1980	'Takemura Princeps'	carolinae
6823#6823	NEOREGELIA	Rose Pink	Paterson M	2001	'Rosie'	?
6824#6824	NEOREGELIA	Rose Pinkie	Quilhot H*	?	'Rosie'	?
6825#6825	NEOREGELIA	Rose Quartz		<1984	'Rosie'	?
6826#6826	NEOREGELIA	Rose Queen	Yamamoto	<1984	'Rosie'	?
6827#6827	NEOREGELIA	Rose Red	Quilhot H*	?	'Rosie'	?
6828#6828	NEOREGELIA	Rose Tattoo	Yamamoto	1962	'Rosie'	?
6829#6829	NEOREGELIA	Rose Wine	Goode, G.	<1986	'Vulkan'	'Rosea Striata'
6830#6830	NEOREGELIA	Rosea Striata	Seidel (DeLeon*)	<1975	farinosa	'Rosea Striata'
6831#6831	NEOREGELIA	Roseball	Przetocki, V.	1987	'Fireball'	'Avalon'
6832#6832	NEOREGELIA	Rosella	Butcher*	1982	'Fireball'	'Avalon'
13329#13329	NEOREGELIA	Roseo Lineata	? / Barclay G*	1980s	?	?
12738#12738	NEOREGELIA	Roses are Red			?	?
6833#6833	NEOREGELIA	Rosewood Gem	Freeman, A.	2001	'Painted Lady'	'Fairy Tale'
6834#6834	NEOREGELIA	Rosewood Perfection	Freeman, A.	2001	'Painted Lady'	'Fairy Plum'
6835#6835	NEOREGELIA	Rosey Velez	Skotak, C. (#56-15)	1991	(carolinae x 'Fireball') x 'Fireball'	'Fireball'
6836#6836	NEOREGELIA	Rosi	Deroose, P.*	?	(carolinae x 'Fireball') x 'Fireball'	'Fireball'
6837#6837	NEOREGELIA	Rosie	Larnach, R.	<1995	'Meyendorffii' (variegated)	'Marie'
15879#15879	NEOREGELIA	Rosie Glow	Przetocki, Vic	1998	Glorious	concentrica
6838#6838	NEOREGELIA	Rosita	Meilleur	<1989	Buccaneer	concentrica 'Purple'
6839#6839	NEOREGELIA	Roslyn Dawn	Freeman, A., Golinski, K.*	1993	'Break of Day'	'Sweet Nellie'
6840#6840	NEOREGELIA	Rosy	Prinz, J.*?	<1982	melanodonta	'Sweet Nellie'
6841#6841	NEOREGELIA	Rosy Aztec	Head, O.	<1991	'Aztec'	'Aztec'
6842#6842	NEOREGELIA	Rosy Cheeks	Paterson, M.	1990	'Flirtation'	'Fire Wheel'
6843#6843	NEOREGELIA	Rosy Citation	Butcher, M.*	?	'Flirtation'	'Fire Wheel'
6844#6844	NEOREGELIA	Rosy Dawn	Bryant, D.	1979	carolinae	coriacea
6845#6845	NEOREGELIA	Rosy Fireball	Skotak C (Dura Flor), Deroose*	1989	{(carolinae lineated x Fireball) x Fireball }	Fireball
6846#6846	NEOREGELIA	Rosy Gal	Foster	<1980	{(carolinae lineated x Fireball) x Fireball }	Fireball
10070#10070	NEOREGELIA	Rosy Glow	G. Stansfield	2002	Midas Touch	Rosy Morn
6847#6847	NEOREGELIA	Rosy Morn	? / Derek Butcher*	<1995	Midas Touch	Rosy Morn
6848#6848	NEOREGELIA	Rosy O'Grady		<1987	Midas Touch	Rosy Morn
6849#6849	NEOREGELIA	Rosy Rainbow	Stansfield, G.	2000	'Skotak NZ#5'	'Rosy Morn'
9880#9880	NEOREGELIA	Rosy Show	R Smythe	2005	Rosy Morn	Rosy Morn
10394#10394	NEOREGELIA	Rosy Sky	Smythe R	2007	Rosy Morn	Charm
10201#10201	NEOREGELIA	Rosy Spots	Smythe R	2007	Rosy Morn	Rosy Morn
6850#6850	NEOREGELIA	Rot Chianti	Oeser	<1980	chlorosticta	Rosy Morn
10799#10799	NEOREGELIA	Rottweiler	Paterson M	2002	Nelson	Amen
9881#9881	NEOREGELIA	Rouge Roi	Przetocki, Vic	1991	Marble Throat	Furnace
16351#16351	NEOREGELIA	Rough And Ready Marginated	Vinzant, Lisa	2011	(Maika'i x Winnie The Pooh)	lilliputiana
16350#16350	NEOREGELIA	Rough And Ready Median	Vinzant, Lisa	2011	(Maika'i x Winnie The Pooh)	lilliputiana
6853#6853	NEOREGELIA	Rough Red	Goode, G.	<1998	'Small World'	?
6854#6854	NEOREGELIA	Roulette	Paterson, M.	1985	'Pink Candy Stripe'	'Meyendorffii'
10901#10901	NEOREGELIA	Roulette Wheel	Paterson M	2001	Roulette	Roulette
6855#6855	NEOREGELIA	Roundabout	Goode, G.	?	lilliputiana	'Winterbloom'
6856#6856	NEOREGELIA	Rousabout	Freeman, A., Golinski, K.*	1995	concentrica	?
6857#6857	NEOREGELIA	Rousseau	Elmore, J. (#1249)	1977	tristis x 'Marie'	melanodonta
6858#6858	NEOREGELIA	Roxa Beauty	Bromeliario Imperialis*	?	tristis x 'Marie'	melanodonta
15223#15223	NEOREGELIA	Roxane	Oliveira de Faria, Rafael	2008	Plutonis x concentrica "lineata"	concentrica "lineata"
6859#6859	NEOREGELIA	Roxy	Parkhurst, R.*	?	'Lambert's Pride'	'Charm'
6860#6860	NEOREGELIA	Roy	Prinz	<1981	melanodonta 'Red'	spectabilis 'Pinkie'
6861#6861	NEOREGELIA	Roy Ford	Ford, R., Golinski, K.*	1989	concentrica	'Meyendorffii Albomarginate'
6892#6892	NEOREGELIA	Roy's Darling	Paterson, M.	2001	Roy's Special	?
6893#6893	NEOREGELIA	Roy's Jewel	Paterson, M.	1998	'Roy's Special'	'Little Jewel'
6894#6894	NEOREGELIA	Roy's Rogue	Smythe, R.*	?	'Roy's Special'	'Little Jewel'
6862#6862	NEOREGELIA	Royal Academy	Elmore J	ca 1979	'Roy's Special'	'Little Jewel'
6863#6863	NEOREGELIA	Royal Barge	Elmore J	ca 1979	'Roy's Special'	'Little Jewel'
14686#14686	NEOREGELIA	Royal Beauty	Skotak C / E Beach *	2004	(carolinae variegated x carolinae "pink")	Royal Cordovan
6864#6864	NEOREGELIA	Royal Blush	?	?	(carolinae variegated x carolinae "pink")	Royal Cordovan
6865#6865	NEOREGELIA	Royal Burgundy	Oeser R, (Wurthmann*)	<1979	chlorosticta x ?	Royal Cordovan
6866#6866	NEOREGELIA	Royal Burgundy Supreme	Wurthmann E / Trevor, O.*	1992	chlorosticta x ?	Royal Cordovan
6867#6867	NEOREGELIA	Royal Chief	Prinz, J*?	<1982	chlorosticta x ?	concentrica
6868#6868	NEOREGELIA	Royal Colour	Goode	<1982	marmorata	Royal Robe
6869#6869	NEOREGELIA	Royal Command	Freeman, A., Golinski, K.*	1994	'Painted Lady'	'Grace Darling'
6870#6870	NEOREGELIA	Royal Cordovan	Groves, G./Foster, B.	<1986	coriacea	Meyendorffii
6871#6871	NEOREGELIA	Royal Crown	Petersen, S.	?	'Purple Paint'	'Fantastic Gardens'
6872#6872	NEOREGELIA	Royal Delight	Paterson M	2002	'Royal Cordovan'	'Nelson'
6873#6873	NEOREGELIA	Royal Ember	McQueen, J..	1982	Bold Blush	Little Gem
6874#6874	NEOREGELIA	Royal Flush	Frase, W.	<1976	pauciflora	johannis
6875#6875	NEOREGELIA	Royal Grande	Crocker, T.	ca 1980	pauciflora	'Takemura Grande'
6876#6876	NEOREGELIA	Royal Guard	Petersen, S.	1994	'Barbarian'	'Royal Burgundy'
6877#6877	NEOREGELIA	Royal Hawaiian	Okasaki, Bob?	?	'Barbarian'	'Royal Burgundy'
10902#10902	NEOREGELIA	Royal Lineage	Paterson M	2002	Royal Cordovan	?
11285#11285	NEOREGELIA	Royal Orleans	? / Beach E*	1980s	?	?
6878#6878	NEOREGELIA	Royal Pepper	? / Lawn, G.*	<1998	Pepper	Royal Flush
14578#14578	NEOREGELIA	Royal Pheasant	Devonshire A	2014	Golden Pheasant	(Rosea Lineata x Marble Throat) x Royal Hawaiian
16377#16377	NEOREGELIA	Royal Pink	Skotak, Chester / Geoff Lawn*	2003	(carolinae red variegated x Royal Cordovan)	Royal Cordovan
6879#6879	NEOREGELIA	Royal Poinciana	Elmore J	ca 1979	(carolinae red variegated x Royal Cordovan)	Royal Cordovan
9883#9883	NEOREGELIA	Royal Port	R Holzheimer	2000	Predator	Takemura Grande
6880#6880	NEOREGELIA	Royal Presence	Paterson M	2002	'Nelson'	?
6882#6882	NEOREGELIA	Royal Prince	DeLeon?	<1981	princeps	Royal Flush
6883#6883	NEOREGELIA	Royal Purple	Goode	<1982	marmorata	Royal Robe
6884#6884	NEOREGELIA	Royal Red	Goode	<1982	marmorata	Royal Robe
6887#6887	NEOREGELIA	Royal Romance	Goode, G.	?	'Royal Cordovan'	?
9884#9884	NEOREGELIA	Royal Ruby	V Przetocki	1987	Wild Ruby	Takemura Grande
9885#9885	NEOREGELIA	Royal Ruffles	M Paterson	2002	Nelson	Amen
6888#6888	NEOREGELIA	Royal Salute	Przetocki, V.	1997	'Sultan'	'Marble Snow'
6889#6889	NEOREGELIA	Royal Show	Przetocki, Vic	1984	Vulkan	??
15523#15523	NEOREGELIA	Royal Tiger	Skotak, Chester / Eloise Beach*	2011	(carolinae variegated x Hannibal Lecter) x (Tiger Cub x Tunisia)	Groves Tiger x Magali
6890#6890	NEOREGELIA	Royal Touch	Paterson M	2002	'Royal Cordovan'	?
15628#15628	NEOREGELIA	Royal Treasure	Przetocki, Vic	2005	Przetocki's Chiquita	Przetocki's Chiquita
6891#6891	NEOREGELIA	Royal Velvet	Wingert, P.	2002	'Perfect Harmony'	'Royal Cordovan'
10800#10800	NEOREGELIA	Royal Wine	Paterson M	2002	Royal Cordovan	?
9886#9886	NEOREGELIA	Royale	Deleon N ?  / D & A Woods*	<1998	Royal Cordovan	?
10903#10903	NEOREGELIA	Royalist	Paterson M	2002	Royal Cordovan	?
10801#10801	NEOREGELIA	Roy's Dream	Paterson M	2001	Roy's Special	?
10802#10802	NEOREGELIA	Roy's Lady	Paterson M	2001	Roy's Special	?
9882#9882	NEOREGELIA	Roy's Pink	Paterson M.	2001	Roy's Special	?
6895#6895	NEOREGELIA	Roy's Special	Ford, R. / Paterson, M.*	<1994	'Meyendorffii' (variegated)	concentrica
6896#6896	NEOREGELIA	RSVP	Freeman, A., Golinski, K.*	194	concentrica	?
6897#6897	NEOREGELIA	Rubens	Elmore, J. (#1322)	1979	Lady Racine	Takemura Grande
6898#6898	NEOREGELIA	Rubeo	Ferris, O*(#13)	1965	carolinae	chlorosticta
6899#6899	NEOREGELIA	Rubicelle	Przetocki, V.	1984	Vulkan	??
16284#16284	NEOREGELIA	Rubicon Viridi	Devonshire, Andrew / Stewart Sutton*	2014	Vulkan	Mai Snow Pheasant
6900#6900	NEOREGELIA	Rubicund	Coleman, R., Cathcart, D.*	?	'Tar Heel'	'Lambert's Pride'
6901#6901	NEOREGELIA	Rubiyat	Elmore, J. (#1048)	1977	fosteriana x spectabilis	carolinae
6902#6902	NEOREGELIA	Rubra	Kent*	1979	cruenta	carolinae
6905#6905	NEOREGELIA	Ruby Anniversary	Paterson, M.	2000	'Flirtation'	'One and Only'
6906#6906	NEOREGELIA	Ruby Frost	Bryant, D.	1978	cruenta (rubra)	carcharodon
6907#6907	NEOREGELIA	Ruby Jean	Goode, G.	<1986	chlorosticta	Fireball
6908#6908	NEOREGELIA	Ruby Jo	Goode, G.	<1998	'Bob'	?
6909#6909	NEOREGELIA	Ruby Lee	Davis, R.	<1979	'Bob'	?
6910#6910	NEOREGELIA	Ruby Lights	Paterson M	2002	'Gespacho'	'Lavender Blue' F2
15690#15690	NEOREGELIA	Ruby Lips	Skotak, Chester / Dennis Cathcart*	?	?	?
12028#12028	NEOREGELIA	Ruby Pagoda	Vinzant L	2007	Grecian Urn	Dancing Diva
6911#6911	NEOREGELIA	Ruby Red	Anderson, G.	1974	'Dexter's Pride'	??
9887#9887	NEOREGELIA	Ruby Rose	A James		Wild Ruby	?
6912#6912	NEOREGELIA	Ruby Slippers	Elmore, J. (#1319)	1979	'Macrosepala Hyb. #510'	'Concentrica #1'
13647#13647	NEOREGELIA	Ruby Sugar	? / C Senna*	<2000	cruenta, red-leaf form?	?
6913#6913	NEOREGELIA	Ruby Throat	Vinzant, L.	?	'Honihoni'	'Marble Throat'
11813#11813	NEOREGELIA	Rubyvale	Hole I	circa 2000	Princess Grace	Groves Grace
6914#6914	NEOREGELIA	Ruddy Beauty	Paterson M	2003	'Jewellery Shop'	'DeRolf'
6915#6915	NEOREGELIA	Ruddy Big	Paterson M	2003	'Jewellery Shop'	'DeRolf'
6916#6916	NEOREGELIA	Ruddy Good	Paterson M	2002	'Royal Cordovan'	?
6917#6917	NEOREGELIA	Rufus	Foster?	<1979	'Royal Cordovan'	?
13156#13156	NEOREGELIA	Rufus Du Sol	Jacobsson K	2011	correia-araujoi	Lime & Lava
11482#11482	NEOREGELIA	Rum Raisin	Vinzant L	?	smithii x Cheers	Damask Rose
6918#6918	NEOREGELIA	Rum Runner	Elmore, J. (#1173)	1977	Star Of Brazil	Frase Pink Hyb. #160
10624#10624	NEOREGELIA	Rumba	Skotak C, Beach E *	2006	carolinae variegated x Hannibal Lector	(Tiger Cub x lilliputiana) x Small Fry
6919#6919	NEOREGELIA	Runaway Bay	Elmore, J. (#1221)	<1983	Takemura Princeps	cruenta (rubra)
6920#6920	NEOREGELIA	Russell Lively	Head, O.	1986	Roy	farinosa
6921#6921	NEOREGELIA	Russet Beauty	Oeser, (Ferris, O.*)	1965	ampullacea	chlorosticta
6922#6922	NEOREGELIA	Rust Belt Special	Wingert, P.	1998	fluminensis	'Vulcan'
6923#6923	NEOREGELIA	Rustic	Stansfield, G.	2000	'Burbank' x 'Dark Delight'	'Sheer Delight'
11984#11984	NEOREGELIA	Rusty	Vinzant L	2007	Outrigger	Blushing Tiger
6924#6924	NEOREGELIA	Ruth Wilson	Goode, G.	<1997	'Small World'	'Bob'
6925#6925	NEOREGELIA	Ruy Lopez	Elmore J	ca 1979	'Small World'	'Bob'
6926#6926	NEOREGELIA	Ryans Green Beauty	Ryan, A., Stansfield, G.*	1993	'Meyendorfii Variegata'	'Sheer Delight'
6927#6927	NEOREGELIA	Ryans Red Beauty	Ryan, A., Stansfield, G.*	1993	'Meyendorfii Variegata'	'Sheer Delight'
6928#6928	NEOREGELIA	Sabbath	Goode, G.	<1998	'Small World'	'Bob'
12456#12456	NEOREGELIA	Sabertooth	Grange M / Atkinson T*	2010	Sharkula	Silver
6929#6929	NEOREGELIA	Sabotage	Skotak?	<1996	carolinae	sapitabiensis
6930#6930	NEOREGELIA	Sacramento	Elmore J	ca 1979	carolinae	sapitabiensis
6931#6931	NEOREGELIA	Sacred Dancer	Paterson M	2003	'Jewellery Shop'	'Gespacho'
6932#6932	NEOREGELIA	Sagarana	Bromeliario Imperialis*	?	'Jewellery Shop'	'Gespacho'
6933#6933	NEOREGELIA	Sage	Freeman, A., Golinski, K.*	1994	'Fairy Plum'	'Painted Lady'
6934#6934	NEOREGELIA	Sahara Sands	Elmore, J. (#1205)	1978	Decora	Pepper
6935#6935	NEOREGELIA	Sail Away	Kendall, H.	<1985	Decora	Pepper
6936#6936	NEOREGELIA	Sailor's Warning	Hendrix, G.?	<1979	Decora	Pepper
9888#9888	NEOREGELIA	Sailor's Delight	P Wingert	2001	Perfect Harmony	Sailors Warning
10318#10318	NEOREGELIA	Sailor's Superstition	Wingert P	2001	Perfect Harmony	Sailor's Warning
14425#14425	NEOREGELIA	Saithong	Rungrussamee, Phatsawut	2014	?	?
9889#9889	NEOREGELIA	Sakura	H. Maertz	1983	Marble Throat	Dr. Carl
10804#10804	NEOREGELIA	Sally	Paterson M	2004	Gympie Fantasy	lilliputiana
12849#12849	NEOREGELIA	Sally Lorraine	Page III W	2008	melanodonta	DeRolf
15196#15196	NEOREGELIA	Salome	Vinzant, Lisa	2007	Unk. T	Gold Fever ?
6937#6937	NEOREGELIA	Salsa	(Johnson, C.*), Seidel, A.+	1978	carolinae	Gold Fever ?
9890#9890	NEOREGELIA	Salutations	R Smythe	2005	Salute	Salute
6938#6938	NEOREGELIA	Salute	Skotak, C., Trevor, O.*	<1998	carolinae	olens
6939#6939	NEOREGELIA	Sam	? / Rob Smythe.*	?	'Meyendorffii'	'Don Wendland'
6940#6940	NEOREGELIA	Sam Potter	Hummel	<1980	'Meyendorffii'	'Don Wendland'
6941#6941	NEOREGELIA	Sam Smith	Smith, S., Trevor, O.*	?	tristis x johannis	'Copper Penny'
6942#6942	NEOREGELIA	Samantha	Bradtberg, K.*	<1985	tristis x johannis	'Copper Penny'
6943#6943	NEOREGELIA	Samba	?	<2000	tristis x johannis	'Copper Penny'
6944#6944	NEOREGELIA	Samoan Chief	Freeman, A., Torise, M.*	?	'Narelle' #1, F2	concentrica
14031#14031	NEOREGELIA	Samsara	Coleman R / Michelle Cameron *	<2009	?	?
6945#6945	NEOREGELIA	Samson	Ryan, A., Stansfield, G.*	1994	johannis	'Royal Robe'
6946#6946	NEOREGELIA	Samson and Delilah	Elmore J	ca 1979	johannis	'Royal Robe'
9891#9891	NEOREGELIA	Samurai	(C Coolbaugh FL) P Waters*		johannis	'Royal Robe'
6947#6947	NEOREGELIA	Samurai Love	Elmore, James	1977	compacta	Fairy Paint
6948#6948	NEOREGELIA	Samurai Love #1-#3	Elmore, James	1977	compacta	Fairy Paint
10176#10176	NEOREGELIA	Samut Prakarn	Chayangsu S	2002	compacta	Painted Desert
6949#6949	NEOREGELIA	San Diego	Elmore J	ca 1979	compacta	Painted Desert
10616#10616	NEOREGELIA	San Jose	Skotak C, Beach E *	2005	(carolinae variegated x Hannibal Lecter) x Tiger Cub	Punctate Red
6952#6952	NEOREGELIA	San Pedro	Prinz, J.*?	<1982	(carolinae variegated x Hannibal Lecter) x Tiger Cub	concentrica
16481#16481	NEOREGELIA	Sanctuary	Skotak, Chester / Eloise Beach *	2012	[(( carolinae variegated x Hannibal Lecter) x Norman Bates) x (Norman Bates x Skotak's Tiger)] x [Blushing Tiger x Hannibal Lecter]	Turbulence
6953#6953	NEOREGELIA	Sand Flea	Cathcart, D.*	?	[(( carolinae variegated x Hannibal Lecter) x Norman Bates) x (Norman Bates x Skotak's Tiger)] x [Blushing Tiger x Hannibal Lecter]	Turbulence
6954#6954	NEOREGELIA	Sand Storm	Elmore J	ca 1979	[(( carolinae variegated x Hannibal Lecter) x Norman Bates) x (Norman Bates x Skotak's Tiger)] x [Blushing Tiger x Hannibal Lecter]	Turbulence
10805#10805	NEOREGELIA	Sand Storm	Paterson M	1998	lilliputiana	Summer Storm
13251#13251	NEOREGELIA	Sandman	Smythe R	2010	Isabel sport	pascoaliana
6955#6955	NEOREGELIA	Sandstorm	Przetocki, V.	1986	"punctatissima"	pineliana
6956#6956	NEOREGELIA	Sandy Cay	Elmore J	ca 1979	"punctatissima"	pineliana
12027#12027	NEOREGELIA	Sangre Americana	Vinzant L	2007	Pink Debbie	Gold Fever
6957#6957	NEOREGELIA	Sanguine Night	Richter	<1977	Pink Debbie	Gold Fever
6958#6958	NEOREGELIA	Santiago	Martin, B.*?	<1989	Pink Debbie	carolinae
6959#6959	NEOREGELIA	Santos Dumont	Bromeliario Imperialis*	?	Pink Debbie	carolinae
6960#6960	NEOREGELIA	Sapphire	Irvin, J.	1992	burle-marxii	'Perfection'
15164#15164	NEOREGELIA	Sapphire Blaze	Przetocki, Vic	2001	Przetocki's Chiquita	Sundowner
12775#12775	NEOREGELIA	Sapphire Glory	Przetocki V	2001	Przetocki's Chiquita	Sundowner
14931#14931	NEOREGELIA	Sapphire Glow	Przetocki, Vic	2001	Przetocki's Chiquita	Sundowner
13736#13736	NEOREGELIA	Sapphire Jubilee	Przetocki V	2001	Przetocki's Chiquita	Sundowner
15128#15128	NEOREGELIA	Sapphire Magic	Przetocki, Vic	2001	Przetocki's Chiquita	Sundowner
9892#9892	NEOREGELIA	Sapphire Moon	Przetocki V	2001	Przetocki's Chiquita	Sundowner
9893#9893	NEOREGELIA	Sapphire Queen	Przetocki V	2001	Przetocki's Chiquita	Sundowner
9894#9894	NEOREGELIA	Sapphire Sun	Przetocki V	2001	Przetocki's Chiquita	Sundowner
9953#9953	NEOREGELIA	Sapphire Sunset	Przetocki V	2001	Przetocki's Chiquita	Sundowner
6961#6961	NEOREGELIA	Sara Lee	Hendrix, G., (Johnson, C.*)	1988	sarmentosa	carolinae
6962#6962	NEOREGELIA	Sara Lobosky	Coleman, R., Cathcart, D.*	?	(carolinae x concentrica)	'DeRolf'
6965#6965	NEOREGELIA	Sara's Sunset	Boynton, J.*	?	'Fireball'	wilsoniana
6963#6963	NEOREGELIA	Sarah	Meilleur, C. (Head, O.*)	1981	Strawberry Roan	tigrina
6964#6964	NEOREGELIA	Sarah Head	Head, O.	1985	'Avalon' x concentrica	'Avalon' x concentrica
6966#6966	NEOREGELIA	Sarasota Sunday	Coleman, R.	?	'Avalon' x concentrica	'Avalon' x concentrica
15430#15430	NEOREGELIA	Sarimanok	Skotak, Chester  / Marcellus Formoso*	circa 2001	carolinae red variegated x Hannibal Lecter	Norman Bates
6967#6967	NEOREGELIA	Saskatchewan	Elmore J	ca 1979	carolinae red variegated x Hannibal Lecter	Norman Bates
6968#6968	NEOREGELIA	Sassy	Skotak, C.	1992	carolinae x macwilliamsii	macwilliamsii
10206#10206	NEOREGELIA	Sassy Lassy	Smythe R	2005	carolinae x macwilliamsii	Rosy Morn
9895#9895	NEOREGELIA	Sassy Pink	M Paterson	2000	Manoa Beauty	?
12852#12852	NEOREGELIA	Satch	Page III, Wray	2008	Rien's Pride	Nellie Dutkowski- Gembreska
